Employment_Sector;Education_Level;Years_at_Residence;Income_Fluctuations;Cash_Flow_Stability;Recurring_Expenses;Utility_Payments_On_Time;Rental_History_On_Time;Subscription_Payments;Spending_Patterns;Real_Time_Transactions;E_Commerce_Activity;Local_Job_Market_Stability;Inflation_Impact;Economic_Downturn_Resilience
Education;PhD;19;0,100263759;4038,609799;79,68104991;96,18324188;99,99246222;87,87741966;19,62007893;0;3219,339638;13,39994611;8,828311292;1,465625723
Healthcare;Bachelor's;28;0,336713498;3344,97469;25,55002628;99,87590656;50,10920714;90,48852019;28,45874213;9;3814,744393;10,78872807;5,040598937;0,660937011
Healthcare;Bachelor's;29;0,645663142;2180,840796;66,82087176;51,62255384;81,93363181;94,33077445;38,05898387;6;3797,432846;6,640787998;9,813234508;0,681247806
Tech;High School;25;0,631304065;1721,744394;60,42210401;61,77941141;57,0621849;63,15180888;70,61879556;1;4430,369835;8,66494494;9,638509433;1,065538915
Finance;PhD;1;0,417422536;1543,026156;66,04992984;65,51535579;96,03140684;61,22797346;56,59207719;1;3645,168714;10,78470788;3,96223035;1,137304826
Healthcare;High School;17;0,634256716;1933,740332;38,45178773;69,95630502;54,68164467;73,27528333;65,1199988;7;4639,050308;14,48328023;8,973313034;1,239417914
Retail;Bachelor's;17;0,280388197;4566,012995;49,52326936;62,11285788;97,75315936;63,25445844;55,36098603;9;1663,282999;5,297702969;8,628502368;0,68105036
Finance;PhD;3;0,677865581;849,3834919;67,79051118;60,17439973;80,54631937;86,71549945;64,68739402;9;2516,047084;13,37470176;2,896123576;1,459007087
Education;Master's;12;1,223296061;4229,920743;33,9524799;97,72769212;50,06340385;81,79697884;10,22737229;9;70,39831641;14,01301147;6,618613607;1,138739256
Tech;PhD;6;0,770698088;2070,005338;33,56199181;95,92608014;94,7003599;93,7493844;84,47185155;4;34,78793652;10,71540169;1,65414084;1,347046919
Education;Master's;26;0,125200125;2847,197282;53,0630572;52,34962505;76,08559007;54,13691517;18,87361847;9;1200,633102;14,10646616;8,530396485;1,040065715
Finance;Master's;11;0,690021658;4075,185351;51,41381477;66,94065108;63,13348677;95,75416667;42,49992768;1;504,0359857;7,172421637;2,570912952;0,914276848
Finance;PhD;3;0,138045023;4479,694462;36,93574822;70,25742768;88,36395888;64,66743133;71,68306962;4;1301,05684;14,38921029;1,637332312;1,477182907
Finance;Master's;8;1,452740775;2051,51639;37,88453903;61,95072673;96,33327769;74,5347173;44,81845744;7;885,2164726;11,1361774;4,60197186;1,082121371
Education;High School;14;0,278435543;2578,295666;36,67070979;81,44364485;74,18454116;71,9305718;85,74740413;5;142,6001242;2,546074976;6,192299247;1,366873583
Finance;Bachelor's;14;1,090763657;2365,322292;66,29072372;82,01903733;65,77767372;88,01558256;47,40711588;2;4546,520732;13,78934681;8,694252627;1,453292396
Education;Master's;10;1,461886852;559,6296508;59,11405193;92,52521142;89,4472562;71,01666547;79,99515245;7;41,11565694;8,298146517;9,76818273;1,175354627
Finance;High School;2;1,256454672;1831,743;69,945031;87,04346342;84,08927489;97,17765728;74,86624907;8;3680,410722;7,984250802;4,955432613;1,048938679
Retail;Master's;14;1,079041525;2566,351552;78,5283817;77,12866635;94,43762419;95,12669413;88,47890422;4;760,7394346;9,364065878;1,544022307;0,503510851
Finance;Bachelor's;9;1,275245273;2349,92124;48,44985778;82,6793385;84,62570064;93,6080576;84,12382246;1;4561,14811;3,941999108;7,742040211;0,540019641
Education;High School;3;1,474518171;3748,681524;24,00163288;63,69943908;62,17641694;53,56291663;81,84990678;1;4463,979698;8,099158631;6,086559306;0,700851216
Healthcare;Bachelor's;21;0,969882296;2231,616277;22,88553862;79,6528095;96,58296249;92,71290308;68,52834724;6;3269,505732;12,80465382;5,031022104;0,686008432
Finance;Bachelor's;26;0,88285873;2702,19402;37,73990236;74,46136274;55,24178736;89,08177227;39,35985178;0;3361,170749;2,201271969;3,783419909;0,754758795
Healthcare;High School;8;0,979533355;2433,238665;75,95267536;56,66722337;63,39713751;55,17564735;18,49003349;9;26,69570985;5,547923084;5,521586751;0,804934638
Retail;High School;16;0,845746241;3832,81767;51,3927833;62,12721383;76,00973039;55,37071627;65,09160418;1;4924,357831;2,031909624;4,04811644;0,860065494
Tech;High School;2;0,989124748;4383,375795;36,30719096;64,58467254;78,2871013;55,05819058;88,29232651;9;4389,163018;7,404247019;7,81310681;0,92053769
Retail;PhD;6;0,729779091;2893,500856;43,95000767;96,21547835;50,76552933;50,56662966;68,12835499;3;4475,531129;11,46810164;5,895043268;0,598866338
Finance;High School;28;0,405820456;4052,444874;55,91570644;61,51933197;89,02863629;77,43171526;84,29834954;0;3296,222685;12,38403378;8,891629967;0,542361932
Healthcare;High School;21;0,268346117;1835,540069;59,17697949;64,46219514;68,08036592;98,66971457;74,34437704;3;1723,934643;14,28746689;5,891895232;1,173944449
Healthcare;High School;29;0,19567731;2936,163246;29,23517059;68,4677065;70,32092705;71,93423514;23,04917401;9;4468,243245;9,910559969;3,14436172;1,037334825
Education;High School;26;0,468642097;2053,534792;78,62190059;83,18713693;90,46847722;77,03787509;29,93630165;4;1457,584641;5,310149266;8,65982694;0,944144202
Healthcare;Master's;25;0,16457299;2363,904165;52,68633362;55,91191962;68,96416959;98,39848984;37,34924814;8;2813,557717;14,01392334;6,014971404;1,134439941
Education;PhD;12;0,894039092;3795,862392;28,14129907;97,69726062;52,36124382;62,75911144;23,46083555;0;498,6548617;12,0791048;2,861569343;1,327679407
Tech;Bachelor's;5;0,497359826;4467,48117;73,6181152;93,278561;58,82198852;92,92351263;56,53210661;4;4609,778151;9,467570279;6,61157029;0,927692909
Finance;High School;2;1,254348731;1046,72926;24,47830586;78,86080365;97,79515862;77,31952336;88,03604193;1;703,8522889;11,0433228;4,219450884;1,141119465
Education;Master's;16;0,203937222;3355,876654;74,46412599;83,70189337;53,52026812;78,47382573;70,91670667;8;1124,484029;14,01611262;8,599650511;1,453572224
Tech;Master's;5;0,416892092;3119,647134;79,79393938;50,83302356;67,74656005;67,15869286;43,87093993;5;2790,670791;11,26112237;5,079697648;1,339624496
Healthcare;Master's;15;1,122344606;1032,867676;62,02590795;66,94723877;75,15895835;78,07921805;10,36035848;1;3820,465001;6,788868599;7,537972223;0,926000811
Healthcare;Bachelor's;12;0,938331615;1453,524487;66,22683326;89,78301153;74,66404137;53,65712547;35,06208089;2;3096,75653;11,26936663;1,859825869;1,144716838
Tech;High School;4;0,19028778;1899,511226;40,23817019;53,87414869;50,19799715;88,23217863;52,14074302;7;1160,669564;2,523616116;4,564219117;0,677070922
Healthcare;PhD;15;1,32813524;1251,189819;76,49461116;64,11569171;75,05813657;64,23438808;35,94006991;0;4,715212637;7,023402304;9,849172928;1,060522185
Tech;PhD;11;1,328166468;1596,782671;51,78283797;79,26484142;69,1886229;94,38041647;18,88279384;2;3785,752902;7,282199414;8,276142605;1,481328291
Education;Master's;16;0,562571205;1704,203595;63,9433068;62,82065138;98,60396677;68,39253473;45,42119655;9;4926,03663;4,168897047;2,439467221;1,018315115
Education;Bachelor's;23;0,576568181;2010,532249;75,44646295;96,69889871;57,9579542;57,14120552;30,26022536;0;4049,565602;2,300111247;3,499876445;1,427638299
Tech;Bachelor's;6;1,484639702;3872,257038;78,51079856;56,55293154;67,70770984;84,79407872;82,73859012;7;2301,033091;3,733956076;3,96834228;0,907334921
Education;Bachelor's;14;0,97664664;3073,604917;69,9922614;89,8697179;70,97407425;58,22890724;18,14036228;0;4518,836307;10,51007945;6,853290044;1,498844827
Education;PhD;18;0,843843129;4938,110024;38,18105042;75,3974346;69,53467686;87,68402578;13,9322103;4;2049,238366;12,42975461;7,812952835;1,079220035
Education;Master's;12;1,273413057;2366,311221;77,99285099;87,51653879;83,29154138;98,40561182;10,42513353;3;2624,670421;14,84664541;7,745739479;0,542268994
Retail;High School;27;0,499406474;3892,392832;57,68717187;65,53576642;60,77564288;88,97764344;36,24557476;6;2385,648837;6,50272554;5,588866507;1,086754797
Finance;PhD;11;0,700855631;4421,607896;75,83854858;75,72448012;61,05357764;51,12246242;62,83094706;4;2238,119363;9,791929889;8,297384841;0,774572696
Healthcare;Master's;13;0,474887346;3555,403219;60,56630155;92,84176749;86,46054743;79,9942894;68,43310023;7;3875,953846;14,18288457;4,933702745;0,532481322
Retail;Master's;21;1,204825185;2353,391332;38,43433771;73,34390496;75,01452593;84,77053355;46,26093467;0;2633,844536;4,171543157;2,114925088;1,320853305
Education;High School;23;0,902689084;3891,175838;42,20147145;67,9859931;70,7577838;91,27291629;64,74629204;4;1583,58561;11,32939262;6,079976575;0,775729637
Tech;High School;11;1,022355098;1416,50212;53,02830663;76,80776931;58,46015258;52,80011545;38,7931229;3;1290,790838;11,81472353;9,570712461;1,296548554
Education;High School;23;0,45323015;1973,984743;67,40089049;85,86813765;59,37636115;74,0053914;63,4244976;2;188,7365848;3,156681966;8,136942863;0,788217583
Finance;Bachelor's;16;0,408315422;2960,083648;39,07895308;72,17816727;50,52758184;76,76854363;13,24767882;4;2915,975809;13,19624201;6,208305829;0,694326354
Education;High School;15;0,783724481;3089,342243;54,78386997;96,94384876;54,57131344;58,45624313;41,26023877;9;1149,807077;12,57036561;6,821250943;1,473935574
Tech;Master's;21;1,132592049;599,6366396;40,73749961;64,7472912;77,84193473;66,12249049;73,26797421;2;740,6696101;2,434239086;9,375058243;0,861645328
Finance;High School;28;0,835335661;4753,013849;68,94616428;73,77318031;94,5936565;72,01108631;74,24048244;7;3269,149819;3,184097393;4,85508515;1,101376211
Education;Master's;15;0,145703949;3634,82272;48,00368563;87,84638297;64,35823826;91,6604844;67,29190231;2;3406,046289;2,638649621;3,98254725;1,109981493
Finance;PhD;25;1,315972109;2730,666876;24,60336961;84,45605452;66,38736129;96,4703783;26,33908965;0;3760,774461;6,351665913;9,795174085;1,060473482
Healthcare;Bachelor's;4;0,190561651;4699,072555;29,96315129;93,18205262;55,78028053;81,42114145;29,77640951;8;2517,884482;8,620756879;8,770988202;1,414695744
Healthcare;PhD;11;1,438154277;2475,930044;23,66628006;99,84045903;69,43154728;69,7472593;89,68709818;8;4470,273026;8,920520463;3,907392262;1,174441071
Education;PhD;19;0,135198742;4911,960066;49,95817676;71,34291644;51,86108523;62,70155089;18,27024058;5;4681,713767;5,479667877;5,174025376;0,903733004
Finance;Master's;15;1,072230639;2805,281408;26,38023784;55,55754399;95,88003481;99,10675922;24,45301591;9;4036,854699;13,85075953;4,735703161;1,362380385
Tech;PhD;4;0,215089889;1014,285965;26,84839816;51,52079404;83,65556741;99,1509999;20,40210045;0;3177,96741;6,787416268;2,341861108;0,681062899
Education;Master's;21;1,374947211;3941,604376;76,4628956;86,34384531;99,53744047;96,24884741;36,21239709;7;1518,604768;2,592152028;9,620373914;1,044236758
Healthcare;High School;13;0,750206531;3555,039763;72,35930433;93,70068357;94,14115813;89,28345749;26,81406682;1;4914,724608;5,90295245;4,638811881;1,450550372
Healthcare;High School;22;0,292533285;3978,440246;47,12519581;61,0356293;73,64952968;66,28897719;49,81503676;8;1370,680836;8,904422493;8,877961744;1,12539763
Education;Master's;19;0,57714198;4781,489129;79,14831925;57,92240186;75,98425156;90,85002417;48,08165655;7;1013,28461;7,306883694;2,704206049;1,31696845
Finance;High School;2;0,330754545;3994,201862;20,01119169;53,11025458;59,52880233;70,43965086;82,12044956;2;2210,770569;5,559952748;5,930837296;1,153560726
Healthcare;Bachelor's;14;0,338814676;3251,01471;56,83876738;91,13514609;73,10196714;66,33865491;12,7791958;4;284,2028536;3,707202247;1,215652466;1,339370864
Finance;PhD;29;1,427351648;4357,890061;56,98569064;65,56909699;95,15139367;87,24326792;35,59036613;8;4892,472323;12,6491385;7,877984355;1,44448788
Healthcare;Bachelor's;4;0,723344557;3529,608977;47,44658335;70,08484464;52,54267118;53,98269638;57,73263136;0;2942,167782;14,94988815;6,228225084;0,772921728
Healthcare;PhD;16;1,204323169;2336,535756;43,81687838;75,13750958;93,17784015;52,42813616;58,38414095;8;2784,760458;6,284047736;6,630306251;0,669661081
Retail;High School;21;0,995447786;4485,288939;47,32298813;91,97266171;67,04739008;72,39768486;48,41009832;3;3278,981399;6,961073574;1,465487943;0,98399075
Healthcare;Bachelor's;20;1,046996907;1498,552074;44,89762616;82,54166108;94,97563825;72,28194004;75,25324327;3;2485,118239;10,03448782;2,899344972;1,201862427
Tech;High School;14;0,284370814;3715,885737;63,82954865;80,75323149;97,04399532;94,78220765;15,01777371;3;160,3175855;11,33973917;1,668977851;0,727191253
Education;PhD;27;0,427858226;4467,035547;28,1213261;58,783605;83,54324435;56,30765481;75,23902125;9;3061,556444;7,096383952;3,600228842;0,50410145
Education;Master's;29;1,201450469;3790,924339;31,85835324;75,65949459;83,22118933;56,16419637;49,58033923;8;3580,869385;13,76408372;6,646951069;0,842935116
Finance;Master's;15;1,459072689;3637,739386;30,8310937;85,76905086;72,63771689;57,37263002;20,70085561;5;2083,745303;9,28005186;6,095673859;1,468859335
Healthcare;Bachelor's;28;0,4677459;3886,872323;35,74823511;98,66304415;91,77701123;51,48681306;80,85615308;7;3786,47786;7,855070993;6,509348395;1,194967461
Tech;High School;3;0,480196271;2592,748617;51,51550513;60,07031546;98,08063792;53,58658689;61,93830236;3;1135,006497;10,40674579;5,943261442;0,901325444
Finance;High School;8;0,762055986;4433,76807;26,67252484;50,47716765;88,75409002;82,99349334;23,08365495;2;1106,382955;14,38645003;3,457259161;0,692576097
Retail;Bachelor's;16;1,477376438;1415,464138;72,09015772;53,76507168;81,09683669;71,57921646;12,69197787;0;807,0849384;12,32917983;3,200567476;0,856089674
Finance;Master's;10;0,476542524;1073,238872;37,84169188;68,79262326;80,33964479;88,18015335;21,28877187;9;1859,973799;2,520170697;2,233537152;0,669839433
Finance;PhD;4;0,669760673;1784,789511;29,75227925;91,02723239;92,47349508;99,62988593;58,70383681;6;4235,060177;6,32002884;8,641637874;0,606305821
Healthcare;Bachelor's;18;1,348072022;2892,098285;60,53727858;50,35710409;77,06018829;82,95173405;24,34369882;3;4139,560311;8,117080904;6,548314227;1,406742373
Retail;PhD;2;0,104089446;2797,528079;22,28517804;72,83652964;90,19299431;52,52277853;28,06104599;7;1914,12104;6,088728439;2,678599113;1,497650338
Finance;Master's;17;0,155672351;4192,69441;57,19811389;66,46153077;75,44426276;55,22814324;12,01117806;2;2945,59368;11,10243829;2,594884418;0,66411444
Tech;High School;13;0,945700348;2320,558954;61,89190584;52,6240855;53,12221375;94,05020424;67,83445378;0;3604,081582;12,74149895;8,857320414;0,554522559
Tech;Master's;4;1,370332231;2679,549918;32,89499188;72,51181433;69,19735045;76,37479723;74,82915198;4;1206,033873;11,50748624;7,684577774;0,829731107
Education;Bachelor's;26;0,434399325;560,1545747;22,51784441;62,73743537;72,22204788;91,24185797;73,74785414;1;840,7054295;14,86133273;6,934591719;0,961659181
Retail;High School;25;0,757498485;2343,826564;41,81872154;67,59424172;57,08086225;92,83061681;20,20545211;2;4860,479966;5,543119423;4,661776968;0,704821247
Retail;Bachelor's;11;0,730651422;3414,984048;25,91565381;85,28076524;55,12481646;96,38372707;82,26409019;5;3087,786566;13,37486344;3,357780079;0,801424912
Education;Bachelor's;7;0,762159885;569,7874878;26,98867098;76,0775492;76,77324748;97,49146027;63,78230636;2;4907,078609;11,96609465;9,815056868;0,700870736
Finance;Master's;12;0,971527574;1763,968843;35,25567389;56,23237145;54,25718183;77,74128983;81,80228979;2;1688,779936;6,708323848;8,175156175;1,274260568
Retail;Bachelor's;10;0,757641268;1435,803617;37,72807548;98,07072702;65,14725839;67,05100861;45,77284036;5;3515,1585;11,54361907;3,716013008;1,212577943
Tech;Master's;7;0,726455398;688,9344301;51,79822046;81,79553829;87,2298488;98,09324372;44,95638889;4;1113,018183;3,352987433;8,628083167;1,134951516
Tech;High School;13;0,764003789;2656,670405;60,70351313;88,29342128;98,22160898;77,3703203;72,76292149;9;1306,000856;12,26133527;7,830387538;0,887217857
Healthcare;Master's;7;0,927214418;1317,75482;55,56625645;53,9606575;85,89352903;53,21263615;17,46382844;8;2559,510606;8,920297834;3,673724949;1,409040941
Retail;High School;24;0,851810484;3843,866928;28,90162024;52,35291897;99,63127742;82,1388275;51,66992293;0;1598,090628;5,799772245;4,838975688;1,469532542
Finance;Master's;17;1,295790397;4315,675477;30,32516195;50,97240252;84,91689856;79,38423752;76,91073885;2;838,1078192;10,52510492;2,673581009;0,673639313
Education;PhD;10;0,169295595;2955,133322;72,72615499;59,43970139;64,68972353;94,78964364;76,41540505;2;1314,40351;10,34105998;1,999471999;0,723012641
Education;PhD;29;1,2666439;4917,683041;53,5011389;70,72041989;83,60262703;82,65935946;86,49062851;5;178,7419723;4,723320895;7,504858296;1,025631028
Finance;Bachelor's;10;1,281494458;2527,153572;72,19626997;96,79130667;85,10783826;67,45262122;65,86180748;7;3522,118107;2,395166393;3,407606716;0,591250569
Healthcare;Master's;24;0,49887123;2810,156946;42,29279068;72,85298296;68,58634923;98,31128629;26,62165036;2;2460,583285;7,63709363;8,380534292;0,936448399
Education;Master's;4;0,747992737;4951,479893;56,86400045;64,51275527;50,88569253;90,0809743;11,62242519;2;471,215332;9,403654301;9,960478404;1,081791265
Retail;High School;20;0,713953884;1541,967962;51,41980496;78,09676268;85,15998924;81,52088092;48,35326389;5;858,4699656;13,39586862;1,689578325;1,022073571
Healthcare;Bachelor's;4;0,405913768;4741,456729;39,14740939;55,59672891;51,08500476;64,64626017;51,09630925;7;512,6726906;14,06681834;5,257316126;0,830908583
Retail;Master's;22;0,655515586;692,768998;48,19492232;80,47529455;81,5594039;68,67701482;29,22100676;5;3062,964041;8,874467836;8,218563034;1,042445806
Tech;Bachelor's;7;0,162142881;2508,741006;50,14945261;78,42159772;58,18082444;83,4984962;19,97579577;9;471,0518181;11,79944529;8,100558069;1,458800954
Healthcare;PhD;22;0,488950902;815,0158046;32,04625849;89,59965167;78,28017639;53,59904092;56,8966533;2;3771,411665;7,71094254;7,839974425;0,706017404
Education;Master's;1;1,243355046;3781,556343;38,90062234;99,33438058;75,19565127;62,83402958;71,14045392;3;102,5545966;11,69906804;4,140954418;1,154831358
Healthcare;Master's;12;0,498387222;3237,840211;67,48458503;62,54367359;50,67568212;85,69504667;89,45232829;0;1246,87894;4,662419824;5,084679301;0,543396694
Healthcare;Bachelor's;24;1,245489336;3679,854186;74,94729437;75,48282254;68,14329085;74,00092549;70,66420938;7;4453,333379;6,823841552;6,354715216;0,566416404
Healthcare;Master's;13;0,84423925;2185,1618;41,58764561;95,44327032;80,05455837;70,11967824;73,49059314;3;3592,656591;10,24496398;9,765465252;1,051828224
Healthcare;Bachelor's;10;1,331807748;2162,668703;38,41833693;89,25949422;92,43032759;57,57288112;59,31687026;5;364,8416646;2,236053553;3,947925438;0,60493918
Retail;Master's;15;0,904691376;703,9367553;31,71182987;74,37031516;94,43210569;72,09245172;88,87381272;2;4105,630522;11,39199703;9,308294989;0,522346788
Tech;High School;27;0,141535512;2074,752228;60,70947012;97,26858248;74,1924985;88,53459854;61,19651081;5;2465,175608;12,86196152;3,424212264;0,671512998
Finance;Bachelor's;13;1,045588291;4681,79781;39,3859821;52,86183468;86,42112436;63,2006423;78,82026291;8;4233,915136;7,188841594;9,901670189;1,064849171
Healthcare;Master's;23;0,162794995;2206,519417;79,26497235;96,54993099;65,82272883;50,26992711;85,6627717;8;3003,698872;7,823251423;7,032373181;1,203340955
Education;PhD;22;0,730835827;4241,154678;39,54108812;52,52536962;67,10932029;83,42524506;84,38868004;9;3409,16516;13,06666876;5,171603323;0,702478564
Healthcare;Master's;22;1,401197372;4290,464771;43,64816281;77,36523721;59,72317596;98,63133022;40,5132275;2;4967,507802;12,08351026;6,520513853;1,168259437
Education;PhD;21;0,331285515;2179,585204;56,20005177;94,5220474;78,0974055;80,34132818;16,29296467;2;1161,67773;5,745943357;3,452780521;0,682476331
Retail;PhD;22;0,645821294;3343,949062;68,10105759;63,13604718;65,72820755;55,99609295;23,7498962;3;3119,727874;6,211689385;3,467564718;1,113457427
Education;High School;28;1,121804432;929,1722102;48,17111992;73,61242495;54,21854482;66,03665462;14,73786443;6;2301,60695;10,82541702;2,021990895;0,91195968
Finance;Bachelor's;9;1,335161979;966,5536133;45,35936203;66,21644396;84,25030433;93,38208074;18,43175479;2;197,2597646;9,321575202;2,026452679;1,153799509
Tech;Master's;26;1,039320207;718,9594865;79,73827002;97,60719585;85,38766038;61,62840371;24,77209967;9;72,35320751;4,108984424;4,129045673;1,495052752
Education;High School;9;0,461442556;3114,56792;20,62961847;91,18227974;67,99962094;80,38479517;37,28754533;7;596,1428891;6,02908882;7,865699301;1,437816965
Education;Master's;15;1,044450994;2417,319399;73,70391733;85,45007557;53,83616997;70,13356041;53,48317173;7;3245,458703;13,6997826;6,471740508;0,504281758
Tech;PhD;10;0,515418698;2966,145605;28,94844956;79,38134933;71,31488587;60,39218607;66,93456475;5;2835,81544;10,94626768;1,923261043;1,385438764
Finance;Bachelor's;24;1,105800922;2844,829357;67,15551657;91,02958947;72,1167729;90,67034468;26,87418689;3;2767,147806;14,81766613;8,670128725;0,566490795
Healthcare;Master's;26;1,435646379;2075,91346;57,07589359;69,61335208;83,43354424;87,14156382;63,80179234;4;159,2838126;11,97116289;6,412308643;1,453046586
Education;Master's;25;1,109950832;3548,630367;40,51083713;72,37759276;65,77081956;83,0795533;66,34072596;1;2346,514982;14,24566762;9,647700191;0,781825679
Tech;PhD;29;1,308032704;3913,258464;72,43249733;86,50008605;84,12996399;61,81682951;54,68978695;5;4623,114089;4,81045146;7,031669207;0,88203483
Retail;Master's;10;0,10294538;565,8271649;20,77443368;67,88773816;93,57442709;54,89285014;82,28942958;2;1987,959347;12,02930337;2,576573773;0,591638205
Tech;Master's;8;1,104600975;1432,590349;33,60143912;53,1950471;61,87430212;78,80796649;18,87958511;5;3124,612349;2,262827762;5,264050261;0,612272758
Retail;PhD;24;1,26142258;3709,561406;54,01356777;53,71673044;98,94597781;77,68389168;24,16971661;4;3899,093378;10,71988028;6,836478378;1,226740565
Finance;High School;16;0,156782233;2239,790777;41,0925356;55,76814007;69,31840686;59,41925047;44,29318595;1;3919,626396;8,100669616;1,254382309;1,444332236
Healthcare;PhD;17;1,320236818;3481,177761;56,62264972;93,48406617;63,36293426;52,81233472;20,13701882;4;2596,400412;6,507880935;1,134192377;1,110748495
Tech;High School;26;0,45937192;2061,331969;21,4466116;73,61132129;71,07555913;54,03542271;55,3036915;4;4289,759727;13,21125658;2,164627005;1,215850016
Education;Bachelor's;27;1,031408943;2258,398185;26,98753583;85,64411847;54,7198738;99,63854933;41,87203733;8;1956,890467;13,10548;3,264979915;1,261969745
Finance;High School;5;1,220496831;1214,054932;27,62577441;69,64546678;56,28529533;89,17919474;32,76766356;7;4443,466074;2,289922164;4,865942112;0,762814275
Tech;High School;4;1,027730318;1662,039588;31,35701875;62,93554737;70,72170235;96,0993738;23,59918504;6;1201,135832;9,923566592;5,386964264;0,545229631
Education;Bachelor's;18;0,229198709;3224,352909;47,55988645;67,35960838;88,1222261;59,75273611;36,82705907;2;1401,082035;6,781818916;2,24224848;0,501872744
Tech;High School;24;0,934850126;2449,234001;65,12772197;89,70911727;95,01561198;98,02842682;58,63674807;9;265,603121;7,40359302;7,060524212;0,850649283
Retail;PhD;19;0,869417119;3984,362073;74,33233028;81,26080625;83,24089954;57,13271757;56,06281687;3;3977,909183;12,81652961;6,365242555;0,741464228
Tech;High School;4;1,360449775;4336,632297;70,12235182;96,881989;55,26097776;75,45409143;23,08992002;5;2085,276181;6,02791703;3,65017689;0,562317725
Tech;Bachelor's;28;0,665935622;2937,408882;31,81327231;83,98523893;83,60098811;91,48478422;19,99358486;2;1145,58307;14,25963454;1,122938951;0,679528292
Tech;PhD;7;0,549513536;3912,202814;46,46903313;78,50908159;81,77139604;67,49016773;12,13414101;8;1158,951388;4,335239743;1,698831238;0,624498898
Finance;Bachelor's;10;1,14979107;1881,070309;31,96469587;80,50980045;90,28819591;71,24142666;10,9940475;7;4506,999706;10,6153915;4,52525298;1,414878381
Tech;Bachelor's;25;0,677745457;2367,370469;35,868309;97,11857197;91,26243333;56,40925551;80,38483486;5;4169,583002;10,73736587;2,38576916;0,640267213
Education;Master's;18;1,004534645;3707,499543;50,21281889;89,41004649;93,41015379;56,146094;13,60710848;3;2767,654427;5,278537099;4,391376455;1,037648464
Retail;Master's;19;1,005030126;2237,953968;24,08654148;51,20206187;70,70657573;80,97841124;68,49768879;6;3080,554002;6,221757917;6,653643441;1,093105955
Retail;Bachelor's;4;1,34325469;3148,272208;33,09045978;76,70698481;84,89321977;83,77661843;79,7588077;2;2371,627853;12,8523804;5,925136851;1,043489458
Tech;Bachelor's;10;0,938169363;1334,177506;76,12268968;84,41692058;63,41251795;88,8666257;17,84462788;9;1958,332714;11,90346831;3,080582948;0,599056434
Finance;Bachelor's;1;0,803015054;3198,970917;47,96697756;87,43492392;99,966814;77,83410263;44,90411391;7;4577,384406;6,278246444;4,094402421;0,818798362
Finance;Master's;23;0,294419857;4376,811683;46,72319156;60,65710597;58,76671207;82,28796461;86,98423865;0;628,0635176;8,94143511;6,526280786;0,551270332
Education;Master's;18;0,262032649;4408,878379;20,87402929;93,35886772;50,50572158;50,67586358;76,73109284;2;2092,233949;2,801843851;8,747695252;0,895669914
Tech;High School;5;0,316050191;3759,549828;34,84398482;97,79215736;57,44043573;58,10853636;49,17632255;4;1722,80954;4,713696471;7,778920949;0,688598931
Retail;High School;15;0,340587874;3855,890206;71,97754616;61,83576529;88,79361448;99,2457383;71,00568902;4;2490,753601;8,315667265;5,980600242;1,061632533
Finance;Bachelor's;17;0,99302793;3010,673503;29,8777057;94,13077288;72,33918383;53,79967532;76,67020995;9;2288,159373;3,117658559;4,260636985;1,192808394
Tech;PhD;3;1,13737375;3131,006406;44,90749637;54,84893813;72,37501239;83,93941111;37,84215706;1;2594,447658;12,96332061;4,285461498;1,03211986
Finance;PhD;12;0,841988132;1101,427616;20,85985435;52,78534181;97,75114598;58,80413165;81,37223335;9;699,5948861;11,33408073;8,914755792;0,934236697
Finance;Master's;2;1,260624826;2497,366348;48,7001289;56,46119001;95,9817454;85,83592929;47,63786557;7;2565,707508;14,26723772;1,353192184;0,887333421
Retail;Master's;1;1,487768517;2528,493277;21,2612664;52,88705397;65,55973689;85,29952015;52,22458908;4;1212,094069;11,01506978;9,8918438;1,341691768
Healthcare;Master's;23;1,248017681;4813,240261;69,17657318;92,25061186;60,45290644;61,70995299;89,97661103;6;921,6567449;14,22521784;6,979378698;0,719368065
Education;Bachelor's;21;1,072835323;2439,890882;69,49122605;52,95250722;92,4241105;63,48171996;77,46423729;6;324,1710939;9,208663224;7,130239292;1,23421834
Education;PhD;17;0,845489779;2972,041902;67,2645313;63,58320957;95,30095355;82,73853568;38,94160046;4;3813,262794;9,802841944;1,341980536;1,257482325
Retail;High School;22;0,7283943;2899,631297;37,00184413;55,18781718;77,07984614;69,50430194;10,82764772;7;2137,209604;14,70062371;6,449763474;0,919200007
Finance;Bachelor's;16;0,218149333;3365,427727;70,23423309;64,77110182;81,47118556;59,72739848;60,0939259;8;3133,218417;10,34767891;5,363002541;0,797300599
Tech;High School;5;0,659116248;3867,047741;52,57988796;54,52797338;62,84571423;86,58397994;66,31307409;3;3637,966717;2,400225395;1,952010162;0,970541486
Finance;High School;15;1,374188491;1512,688443;42,42848653;83,40016254;90,0401344;57,70737622;62,06421521;3;3396,583327;11,4094361;3,501298097;0,593213926
Retail;Bachelor's;3;1,231231682;2879,259886;57,51979758;56,66634082;81,60612142;92,78218321;87,42898809;7;2352,503595;13,771093;9,012830106;0,545930032
Education;High School;28;0,402471911;4216,629683;20,74046276;92,59229629;75,17567556;75,7334762;79,03768219;0;1939,492645;12,34254325;5,949895743;0,611603199
